id,vehicle_id,name,timestamp,latitude,longitude,heading_degrees,speed_mph,is_ecu_speed,formatted_location,address_id,address_name,created_at
1175591,281474978235497,406,2025-11-03 00:00:02.014,42.733411,-73.685816,22,1.856,t,"2000 6th Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:09.607606
1175592,281474978235497,406,2025-11-03 00:00:12.023,42.733531,-73.685741,0,0,t,"2000 6th Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:20.75956
1175593,281474978235497,406,2025-11-03 00:00:21.014,42.733563,-73.685723,0,0,t,"2000 6th Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:26.290829
1175594,281474978235497,406,2025-11-03 00:00:33.017,42.733563,-73.685719,21,1.856,t,"2000 6th Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:37.450058
1175595,281474978235497,406,2025-11-03 00:00:38.014,42.733589,-73.685481,88,11.789,t,"614 Federal Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:43.268603
1175596,281474978235497,406,2025-11-03 00:00:44.158,42.733436,-73.684822,108,21.743,t,"720 Federal Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:00:54.463529
1175597,281474978235497,406,2025-11-03 00:00:50.056,42.733321,-73.684119,106,21.116,t,"720 Federal Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:00.067214
1175598,281474978235497,406,2025-11-03 00:00:56.192,42.733208,-73.683669,116,7.449,t,"720 Federal Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:05.704307
1175599,281474978235497,406,2025-11-03 00:01:02.048,42.733172,-73.683479,93,14.271,t,"164 8th Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:11.269367
1175600,281474978235497,406,2025-11-03 00:01:08.018,42.732993,-73.682874,107,21.116,t,"817 Federal Street, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:16.872013
1175601,281474978235497,406,2025-11-03 00:01:18.026,42.732398,-73.682012,147,22.973,t,"1001 Sage Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:22.440782
1175602,281474978235497,406,2025-11-03 00:01:23.034,42.732005,-73.681646,148,21.743,t,"1109 Sage Avenue, City of Troy, NY, 12180",90548826,RPI Campus (Idle Geofence),2025-11-03 00:01:33.534196
